,Date,Unix,Ticker,DE Ration,Price,stock_p_change,SP500,sp500_p_change,Difference
28,2008-12-17 18:44:15,1229561055.0,ibm,1.251,86.94,-3.464357095269825,904.419983,904.241597823673,-907.7059549189429
29,2005-02-16 10:35:03,1108571703.0,aiz,0.271,33.78,0.0,1210.339966,3483.007596210776,-3483.007596210776
30,2006-11-08 14:58:09,1163019489.0,aiz,0.257,54.74,62.048549437537005,1385.719971,4002.1905595026647,-3940.1420100651276
31,2008-01-29 03:01:48,1201597308.0,aiz,0.246,64.3,90.34931912374185,1362.300049,3932.859825340438,-3842.5105062166963
32,2005-12-25 21:45:53,1135568753.0,aiz,0.263,43.21,27.915926583777384,1268.119995,3654.0556394316163,-3626.139712847839
33,2007-04-13 11:17:08,1176481028.0,aiz,0.252,55.85,65.33451746595618,1452.849976,4200.917631734754,-4135.5831142687975
34,2007-11-04 02:11:09,1194163869.0,aiz,0.253,64.58,91.17821195973947,1508.439941,4365.482359384251,-4274.304147424512
35,2005-01-31 23:37:39,1107236259.0,aiz,0.271,32.53,-3.700414446417999,1181.27002,3396.9509177027826,-3400.6513321492007
36,2006-05-23 20:17:02,1148433422.0,aiz,0.264,48.87,44.67140319715807,1256.579956,3619.8932978093544,-3575.221894612196
37,2008-01-23 20:26:27,1201141587.0,aiz,0.246,65.85,94.93783303730015,1338.599976,3862.699751332149,-3767.761918294849
38,2007-10-20 00:01:58,1192856518.0,phm,0.706,13.67,0.0,1541.23999,11174.61587417703,-11174.61587417703
